System*,Property Name,Property Address 1,Property City,Property State*,Property Zip,Units Count,Service Status*,Contract Status*,Property Type*,Risk Status*,Expiration Date,Effective Date,House Misc Code,Sales Stage *,Assigned AE *,In Stage Date,MDU Complex ID,Opportunity Type *,Opportunity Comments,No Sale Outcome *,No Sale Reason *
Chicago City,1120 North Lake Shore Apartments,1120 N. Lake Shore Drive,Chicago,IL,60611,61,Bulk,Active,Apartment,>24,3/30/2021,3/30/2011,665E,Completed,"Kelly, Tricia",3/30/2011,10063,Renewal,,,
Chicago City,1120 North LaSalle Apartments,1120 N. LaSalle,Chicago,IL,60610,263,Not Serviced,,Apartment,Not Serviced,,,,Unassigned,,2/24/2015,411865,Win Back,,,
Chicago City,1121 - 1123 E. 82nd Street Apartments (Hyde Park Realty Portfolio),1121 - 1123 E. 82nd Street,Chicago,IL,60619,22,Retail,Expired,Apartment,Expired,9/22/2010,9/22/2000,987G,,,,409001,,,,
Chicago City,1121 - 1133 E. 61st Street & Prairie Condominiums,1121 - 1133 E. 61st Street,Chicago,IL,60637,21,Retail,Active,Condominium,Auto-Renewed,8/4/2016,8/4/2015,606Q,,,,10786,,,,
Chicago City,1122 & 1222 W Hubbard Street,1122 & 1222 W Hubbard Street,Chicago,IL,60622,15,Retail,,Condominium,No Contract,,,881D,,,,217753,,,,
Chicago City,1122 North Dearborn Condominium Association,1122 N. Dearborn,Chicago,IL,60610,104,Not Serviced,,Condominium,Not Serviced,,,,,,,404975,,,,
Chicago City,1122 W. Armitage Avenue Apartments (Kass Management Services Portfolio),1122 W. Armitage Avenue,Chicago,IL,60614,8,Retail,Expired,Apartment,Expired,3/15/2006,3/15/1999,946H,No Sale,"Kung, Theresa",7/2/2013,409223,Renewal,Management company cannot sign services agreement for the individually owned properties,"Service, No New Agreement",Other...
Chicago City,1123 N. Lawler Avenue Apartments,1123 N. Lawler Avenue,Chicago,IL,60651,13,Retail,,Apartment,No Contract,,,844,Contract Document Review,"Butler, David",6/19/2015,426947,Renewal,,,
Chicago City,11250-11256 S. Indiana Apartments,11250-11256 S. Indiana Avenue,Chicago,IL,60628,21,Retail,Active,Apartment,>24,9/15/2023,9/15/2013,263C,Completed,"Butler, David",9/24/2013,425277,Renewal,,,
Chicago City,1130 N. Lake Shore Drive Apartments,1130 N Lake Shore Drive,Chicago,IL,60611,14,Not Serviced,,Apartment,Not Serviced,,,9400,,,,10034,,,,
Chicago City,1130 S. Michigan Apartments,1130 S. Michigan Avenue,Chicago,IL,60605,176,Not Serviced,,Apartment,Not Serviced,,,246F,,,,9756,,,,
Chicago City,1132 W. Wilson Apartments,1132 W. Wilson,Chicago,IL,60640,40,Retail,,Apartment,No Contract,,,,No Sale,"Butler, David",4/7/2013,364544,Renewal,"I met with Peter Tortorello, James Cosgriff and Gunner Schnowske and we spoke about many different options that Newcasle would like to see. One of the serious option was a bulk rate for both cable and internet. The meeting took place on Friday, Nov","Service, No New Agreement",Other...
Chicago City,1133 North Dearborn Apartments,1133 N. Dearborn Street,Chicago,IL,60610,276,Not Serviced,,Apartment,Not Serviced,,,,Contact Made,"Esler, Theodore",5/31/2015,411869,Win Back,This is part of a 3000 unit portfolio. I have been working with Planned Property since 2005,No Right To Service,Contract Language
Chicago City,1134 - 1136 W. Armitage Avenue Apartments (Kass Management Services Portfolio),1134 - 1136 W. Armitage Avenue,Chicago,IL,60614,8,Retail,Expired,Apartment,Expired,3/15/2006,3/15/1999,946H,No Sale,"Kung, Theresa",7/2/2013,409224,Renewal,Management company cannot sign services agreement for the individually owned properties,"Service, No New Agreement",Other...
Chicago City,1134-40 S CENTRAL PARK AVE,1134-40 S CENTRAL PARK AVE/3601-09 W. Grenshaw,CHICAGO,IL,60623,24,Retail,,Condominium,No Contract,,,362D,,,,358224,,,,
Chicago City,1135 - 1137 E. 82nd Street Apartments (Hyde Park Realty Portfolio),1135 - 1137 E. 82nd Street,Chicago,IL,60619,24,Retail,Expired,Apartment,Expired,9/22/2010,9/22/2000,987G,,,,409000,,,,
Chicago City,1135 W. Lunt Apartments,1135 W. Lunt,Chicago,IL,60626,44,Retail,Expired,Apartment,Expired,,,804M,Assigned,"Klay, Jim",9/27/2015,301381,Renewal,,,
Chicago City,1135-37 S Independence Blvd.,1135-37 S Independence Blvd.,Chicago,IL,,96,Not Serviced,,Apartment,Not Serviced,,,,No Sale,"Kung, Theresa",10/7/2013,422331,New Build,under 125,"Service, No New Agreement",Other...
Chicago City,1136-44 W. Pratt Condominiums,1136-44 W. Pratt,Chicago,IL,60626,31,Retail,Active,Condominium,>24,6/30/2020,6/30/2005,342B,,,,187466,,,,
Chicago City,1137 - 1139 E. Hyde Park Boulevard Apartments,1137 - 1139 E. Hyde Park Boulevard,Chicago,IL,60615,17,Not Serviced,,Apartment,Not Serviced,,,965H,,,,206521,,,,
Chicago City,1137 W. Pratt Boulevard Apartments,1137 W. Pratt Boulevard,Chicago,IL,60626,71,Not Serviced,,Apartment,Not Serviced,,,985G,No Sale,"Metzer, Joshua",3/17/2013,16271,Win Back,"JM 10/29 - Property is disconnected, not serviced. JM 11/2 - Two phone numbers were disconnected. SEND LETTER.",No Right To Service,Other...
Chicago City,1138 W. Catalpa Ave,1138 W. Catalpa Ave,Chicago,IL,60640,14,Retail,,Condominium,No Contract,,,979S,No Sale,"Kung, Theresa",11/12/2013,164673,Renewal,,"Service, No New Agreement",Other...
Chicago City,1140 W. Columbia Apartments,1140 W. Columbia,Chicago,IL,60626,8,Retail,Active,Apartment,Auto-Renewed,8/1/2016,8/1/2015,11,,,,10297,,,,
Chicago City,11413 S. Forest Avenue Apartments (John Howard Portfolio),11413 S. Forest Avenue,Chicago,IL,60628,14,Retail,Active,Apartment,Auto-Renewed,9/19/2016,9/19/2015,938H,,,,423707,,,,
Chicago City,1142 S. Michigan Avenue Apartments,1142 S. Michigan Avenue,Chicago,IL,60605,7,Retail,Active,Apartment,Auto-Renewed,6/18/2016,6/18/2015,,,,,73360,,,,
Chicago City,1144 W. Montana Street Apartments,1144 W. Montana Street,Chicago,IL,60614,3,Not Serviced,,Apartment,Not Serviced,,,562G,Completed,"Butler, David",6/22/2012,416844,Renewal,We service their properties with no contract. This is part of a 1857 unit portfolio.,,
Chicago City,1145 N. LeClaire Avenue Apartments,1145 N. LeClaire Avenue,Chicago,IL,60651,15,Retail,Active,Apartment,>24,9/15/2023,9/15/2013,176C,Completed,"Butler, David",9/24/2013,425278,Renewal,,,
Chicago City,1145 W. Morse Avenue Apartments,1145 W. Morse Avenue Apartments,Chicago,IL,60626,34,Retail,,Apartment,No Contract,,,,No Sale,"Cesario, James",8/7/2014,428349,Renewal,"Owner Matt decided to go with another competitor,presumably RCN, since they were able to make his requested changes and the agreement was 1 page.","Service, No New Agreement",Contract Language
Chicago City,1149 - 1151 W. Addison Street Apartments (Hunter Properties Portfolio),1149 - 1151 W. Addison Street,Chicago,IL,60613,23,Retail,Active,Apartment,Auto-Renewed,3/31/2017,3/31/2012,940H,,,,15836,,,,
Chicago City,1150 Condominiums,1150 N. Lake Shore Drive,Chicago,IL,60611,248,Bulk,Expired,Condominium,>24,8/18/2015,8/18/2010,9080,Completed,"Valerio Jr, Gill",9/15/2015,10062,Renewal,,,
Chicago City,1151 W. 79 St.,1151 W. 79 St.,Chicago,IL,60620,38,Retail,Active,Unknown,No Contract,2/8/2016,2/8/2001,,,,,17390,,,,
Chicago City,1152 W. Fulton St.,1152 W. Fulton St.,Chicago,IL,60607,19,Not Serviced,,Unknown,Not Serviced,,,985R,,,,167332,,,,
Chicago City,115-25 S WESTERN AVE,115-25 S WESTERN AVE,CHICAGO,IL,60612,13,Not Serviced,,Unknown,Not Serviced,,,,,,,231082,,,,
Chicago City,1152-54 N KEDZIE AVE,1152-54 N KEDZIE AVE/3205 W. Division,CHICAGO,IL,60651,23,Retail,,Condominium,No Contract,,,389D,,,,268901,,,,
Chicago City,1155 W. 83rd Street Apartments,1155 W. 83rd Street,Chicago,IL,60620,43,Retail,Active,Apartment,>24,5/5/2020,5/5/2015,953H,No Sale,"Herreweyers, Joe",4/21/2014,13853,Renewal,,"Service, No New Agreement",Unknown
Chicago City,1155 W. Armitage Condominiums,1155 W. Armitage Avenue,Chicago,IL,60614,42,Bulk,Active,Condominium,>24,5/28/2019,5/28/2014,663H,Completed,"Cesario, James",5/29/2014,186311,Renewal,Submitted all five Delware Realty Properties as Portfolio using Garibaldi Square as approval template.,,
Chicago City,1155 W. Madison Condominiums,1155 W. Madison,Chicago,IL,60607,56,Retail,Active,Condominium,Auto-Renewed,9/25/2016,9/25/2011,955Q,,,,17511,,,,
Chicago City,116 W Elm Street Apartments,116 W Elm Street,Chicago,IL,60610,101,Retail,,Apartment,No Contract,,,P280,,,,429695,,,,
Chicago City,1169 S. Plymouth Court Condominiums,1169 S. Plymouth Court,Chicago,IL,60605,75,Not Serviced,,Condominium,Not Serviced,,,,No Sale,"Cesario, James",9/30/2013,423637,Win Back,"Per property manager: Sorry for the delay. The board voted to remain with RCN. Comcast was close in pricing, but as the current provider, RCN was able to offer more. Thank you.",No Right To Service,Competitive Service Offering
Chicago City,118 - 130 E. 51st Street Apartments (Hyde Park Realty Portfolio),118 - 130 E. 51st Street,Chicago,IL,60615,8,Retail,Expired,Apartment,Expired,9/22/2010,9/22/2000,987G,,,,409043,,,,
Chicago City,11836 S. Perry Avenue Apartments (Teninga Bergstrom Realty Portfolio),11836 S. Perry Avenue,Chicago,IL,60628,2,Retail,Expired,Apartment,Expired,10/17/2010,10/17/2000,972H,,,,411599,,,,
Chicago City,119 W. Chestnut Condominiums,119 West Chestnut Street,Chicago,IL,60610,9,Bulk,Active,Condominium,Auto-Renewed,1/5/2016,1/5/2015,651E,No Sale,"Cesario, James",3/24/2014,9859,Renewal,Removed from funnel. Under 25 units.,"Service, No New Agreement",Other...
Chicago City,11934 S. Michigan Avenue Apartments (John Howard Portfolio),11934 S. Michigan Avenue,Chicago,IL,60628,8,Retail,Active,Apartment,Auto-Renewed,9/19/2016,9/19/2015,938H,,,,423703,,,,
Chicago City,12 - 18 N. LeClaire Street Apartments,12 - 18 N. LeClaire Street,Chicago,IL,60644,24,Retail,Active,Apartment,>24,7/19/2021,7/19/2011,594P,Completed,"Neufeld, Richard",7/19/2011,409364,Renewal,,,
Chicago City,120 N. Hermitage Avenue Apartments,120 N. Hermitage Avenue,Chicago,IL,60612,117,Retail,,Apartment,No Contract,,,243F,,,,432969,,,,
Chicago City,1200 - 1208 W. Waveland Avenue Apartments (Kass Management Services Portfolio),1200 - 1208 W. Waveland Avenue,Chicago,IL,60613,23,Retail,Expired,Apartment,Expired,3/15/2006,3/15/1999,946H,No Sale,"Kung, Theresa",7/2/2013,409239,Renewal,Management company cannot sign services agreement for the individually owned properties,"Service, No New Agreement",Other...
Chicago City,1200 W Addison,1200-04 W Addison,Chicago,IL,,16,Not Serviced,,Apartment,Not Serviced,,,,,,,422338,,,,
Chicago City,1200 W. Sherwin Condominiums,1200 W. Sherwin Avenue,Chicago,IL,60626,45,Retail,,Condominium,No Contract,,,703X,Unassigned,,1/23/2014,423553,Renewal,,,
Chicago City,12000 S. Eggleston Avenue Apartments (John Howard Portfolio),12000 S. Eggleston Avenue,Chicago,IL,60628,12,Retail,Active,Apartment,Auto-Renewed,9/10/2016,9/10/2015,938H,,,,423705,,,,
Chicago City,1201 - 1209 W. Waveland Apartments,1201 - 1209 W. Waveland Avenue,Chicago,IL,60613,16,Retail,Active,Apartment,>24,9/29/2026,9/29/2011,272F,Completed,"Butler, David",9/29/2011,407437,Renewal,,,
Chicago City,1201 W. Diversey Parkway Apartments (Kass Management Services Portfolio),1201 W. Diversey Parkway,Chicago,IL,60614,13,Retail,Expired,Apartment,Expired,3/15/2006,3/15/1999,946H,No Sale,"Kung, Theresa",7/2/2013,409243,Renewal,Management company cannot sign services agreement for the individually owned properties,"Service, No New Agreement",Other...
Chicago City,12015 S. State Street Apartments (John Howard Portfolio),12015 S. State Street,Chicago,IL,60628,2,Retail,Active,Apartment,Auto-Renewed,9/19/2016,9/19/2015,938H,,,,423704,,,,
Chicago City,1204 N. Clybourn Apartments,1204 N. Clybourn Ave.,Chicago,IL,60610,82,Not Serviced,,Apartment,Not Serviced,,,,,,,434857,,,,
Chicago City,1206-1210 W. Wrightwood Avenue Apartments,1206-1210 W. Wrightwood Avenue,Chicago,IL,60614,33,Retail,Active,Apartment,>24,6/30/2022,6/30/2012,580G,Completed,"Butler, David",6/22/2012,416955,Renewal,We service their properties with no contract. This is part of a 1857 unit portfolio.,,
Chicago City,1206-1232 W Jarvis Condominiums,1206-1232 W Jarvis,Chicago,IL,60626,92,Not Serviced,,Condominium,Not Serviced,,,,,,,425829,,,,
Chicago City,1209 Sherwin Apartments,1209 W. Sherwin,Chicago,IL,60626,81,Retail,Active,Apartment,Auto-Renewed,11/10/2015,11/10/2014,722X,Contract Document Review,"Butler, David",5/19/2015,9573,Renewal,,,
Chicago City,121 - 123 S. Bell Apartments,121 - 123 S. Bell,Chicago,IL,60612,6,Retail,Active,Apartment,Auto-Renewed,9/14/2016,9/14/2011,5183,,,,17510,,,,
Chicago City,1210 N. Clark Apartments,1210 N. Clark St.,Chicago,IL,60610,400,Not Serviced,,Apartment,Not Serviced,,,,,,,434868,,,,
Chicago City,1210 W. Granville Apartments,1210 West Granville Avenue,Chicago,IL,60660,35,Retail,Active,Apartment,Auto-Renewed,5/28/2016,5/28/2011,738C,No Sale,"Taylor, Bryant",1/5/2015,10308,New Build,,"Service, No New Agreement",Other...
Chicago City,12101 - 12117 S. Indiana Avenue Apartments (Baric Properties Portfolio),12101 - 12117 S. Indiana Avenue,Chicago,IL,60628,24,Retail,,Apartment,No Contract,,,429F,No Sale,"Taylor, Bryant",1/5/2015,9592,Win Back,,"Service, No New Agreement",Other...
Chicago City,1212 N. Lake Shore Drive Condominiums,1200-1212 N. Lake Shore Drive,Chicago,IL,60610,180,Not Serviced,,Condominium,Not Serviced,,,925E,,,,73373,,,,
Chicago City,1212 S. Michigan Avenue Apartments,1212 S. Michigan Avenue,Chicago,IL,60605,344,Not Serviced,,Apartment,Not Serviced,,,,No Sale,"O'Neill, Gerrit",6/30/2014,416318,Win Back,,"Service, No New Agreement",Competitive Service Offering
Chicago City,1214 - 1224 W. Victoria Street Apartments (S & M Building Management Portfolio),1214 - 1224 W. Victoria Street,Chicago,IL,60660,19,Retail,Active,Apartment,>24,6/15/2022,6/15/2012,979H,Completed,"Kelly, Tricia",7/31/2012,409822,Renewal,contract is with legal,,
Chicago City,1215 S. Sawyer Ave.,1215 S. Sawyer Ave.,Chicago,IL,60623,18,Retail,,Apartment,No Contract,,,835D,,,,175274,,,,
Chicago City,1215 W GUNNISON ST,1215 W GUNNISON ST,CHICAGO,IL,60640,22,Retail,,Condominium,No Contract,,,479D,,,,359485,,,,
Chicago City,1216 N. Astor Condominiums,1216 N. Astor Street,Chicago,IL,60610,8,Bulk,Active,Condominium,Auto-Renewed,9/15/2016,9/15/2015,648E,No Sale,"Metzer, Joshua",3/10/2014,9815,Renewal,"Spoke with Grace, sending bulk proposals for three properties.","Service, No New Agreement",Contract Language
Chicago City,1216-1228 W. Pratt Apartments,1216-1228 W. Pratt,Chicago,IL,60626,40,Retail,Active,Apartment,>24,12/28/2022,12/28/2012,287A,Completed,"Metzer, Joshua",1/29/2013,73465,Renewal,"Sent construction scope of work to Peter for review, pending his feedback if acceptable as alternative to language change.",,
Chicago City,1217-23 W. Lawrence-4749-55 N. Magnolia,1217-23 W. Lawrence-4749-55 N. Magnolia,Chicago,IL,60640,24,Not Serviced,,Apartment,Not Serviced,,,994R,,,,164677,,,,
Chicago City,1219 - 1231 W. Greenleaf Avenue Apartments,1219 - 1231 W. Greenleaf Avenue,Chicago,IL,60626,45,Retail,,Condominium,No Contract,,,553P,,,,176247,,,,
Chicago City,1219 W FOSTER AVE,1219 W FOSTER AVE,CHICAGO,IL,60640,6,Not Serviced,,Condominium,Not Serviced,,,,,,,231087,,,,
Chicago City,1220 - 1222 W. Sherwin Avenue Condominiums,1220 - 1222 W. Sherwin Avenue,Chicago,IL,60626,7,Bulk,Active,Condominium,Auto-Renewed,11/1/2015,11/1/2014,681H,,,,9931,,,,
Chicago City,1220 N. LaSalle Street Condominiums,1220 N. LaSalle Street,Chicago,IL,60610,40,Retail,Active,Condominium,Auto-Renewed,2/21/2016,2/21/2015,5300,,,,10016,,,,
Chicago City,1222 N. Wolcott Apartments,1222 N. Wolcott,Chicago,IL,60622,8,Retail,Franchise,Apartment,LOF,,4/27/1998,4940,,,,74366,,,,
Chicago City,1224 W. Oakdale Apartments,1224 W. Oakdale Avenue,Chicago,IL,60657,4,Retail,Active,Apartment,>24,10/31/2022,10/31/2012,362V,Completed,"Butler, David",9/25/2012,419497,Renewal,ICM Properties Portfolio,,
Chicago City,1224 W. Wynona Apartments,1224 W. Wynona (Winona),Chicago,IL,60640,9,Retail,Active,Apartment,>24,8/9/2020,8/9/2015,,,,,16080,,,,
Chicago City,1225 W. Loyola Avenue Apartments,1225 W. Loyola Avenue,Chicago,IL,60626,48,Retail,Active,Apartment,>6<=12,8/28/2016,8/28/2006,801M,Assigned,"Klay, Jim",9/27/2015,219681,Renewal,,,
Chicago City,1226 - 1234 W. Winona Apartments,1226 - 1234 W. Winona,Chicago,IL,60640,33,Retail,Expired,Apartment,Expired,5/1/2003,5/1/1998,824C,,,,10449,,,,
Chicago City,12345 S. Lowe Street Apartments (John Howard Portfolio),12345 S. Lowe Street,Chicago,IL,60628,6,Retail,Active,Apartment,Auto-Renewed,9/19/2016,9/19/2015,938H,,,,423702,,,,
Chicago City,1235 W. George Street Apartments,1235 W. George Street,Chicago,IL,60657,15,Retail,Active,Apartment,Auto-Renewed,12/14/2015,12/14/2014,526C,,,,73017,,,,
Chicago City,1235-1245 N. Astor Cooperative,1235-1245 N. Astor Street (1235 N Astor Street CSG Billing Address),Chicago,IL,60610,11,Bulk,Active,Cooperative,Auto-Renewed,5/10/2016,5/10/2015,658E,Unassigned,,1/23/2014,9806,Renewal,"Letter sent 1/10/13. JM 10/29 - Currently in bulk contract on auto-renewal, expires 5/10/2013, OPPORTUNITY.",,
Chicago City,12353 S. Lowe Street Apartments (John Howard Portfolio),12353 S. Lowe Street,Chicago,IL,60628,6,Retail,Active,Apartment,Auto-Renewed,9/19/2016,9/19/2015,938H,,,,423701,,,,
Chicago City,1237 West Apartments,1237 W. Fullerton,Chicago,IL,60614,160,Not Serviced,,Apartment,Not Serviced,,,,No Sale,"Butler, David",4/17/2013,423130,New Build,They have USA Wireless and 65 channels of satellite for a rock bottom price.,"Service, No New Agreement",Competitive Price
Chicago City,1238 - 1240 W. 87th Street Apartments,1238 - 1240 W. 87th Street,Chicago,IL,60620,14,Retail,Expired,Apartment,Expired,6/13/2010,6/13/2000,954H,,,,15470,,,,
Chicago City,1239 W. Oakdale Avenue Apartments,1239 W. Oakdale Avenue,Chicago,IL,60657,3,Retail,Active,Apartment,>24,6/30/2022,6/30/2012,574G,Completed,"Butler, David",6/22/2012,416845,Renewal,We service their properties with no contract. This is part of a 1857 unit portfolio.,,
Chicago City,1240 North Lake Shore Drive Condominiums,1240 N. Lake Shore Drive,Chicago,IL,60610,58,Bulk,Active,Condominium,>24,10/31/2023,10/31/2013,659E,Completed,"Metsa, Lori",10/30/2013,15413,Renewal,,,
Chicago City,1241 W. Loyola Apartments,1241 W. Loyola,Chicago,IL,60626,40,Retail,Active,Apartment,Auto-Renewed,6/15/2016,6/15/2015,711X,Negotiating,"Carnahan, Nicole",4/28/2015,9625,Renewal,This is Part of Loyola Mangement,,
Chicago City,1241-1245 W. Jackson Boulevard Apartments,1241-1245 W. Jackson Boulevard,Chicago,IL,60607,93,Not Serviced,Active,Apartment,Not Serviced,4/3/2022,4/3/2015,,Completed,"Taylor, Bryant",3/25/2015,431843,New Build,,,
Chicago City,1241-43 N. Paulina Condominium Association,1241-43 N. Paulina,Chicago,IL,60622,6,Retail,Active,Condominium,Auto-Renewed,11/30/2016,11/30/2011,5188,,,,17541,,,,
Chicago City,1242 - 1246 W. 87th Street Apartments,1242 -126 W. 87th Street,Chicago,IL,60620,14,Retail,Expired,Apartment,Expired,6/13/2010,6/13/2000,954H,,,,15466,,,,
Chicago City,1242 North Lake Shore Drive Apartments,1242 North Lake Shore Drive,Chicago,IL,60610,54,Not Serviced,,Apartment,Not Serviced,,,9090,No Sale,"Taylor, Bryant",8/19/2015,10061,Win Back,Emailed Alexandra to request a meeting to discuss Comcast.,,Other...
Chicago City,1243 Byron Apartments,1243-49 W. Byron Street,Chicago,IL,60613,27,Retail,,Apartment,No Contract,,,145D,,,,412605,,,,
Chicago City,1243 W. Belmont,1243 W. Belmont,Chicago,IL,60657,25,Retail,,Condominium,No Contract,,,,,,,343204,,,,
Chicago City,1243 W. Oakdale Avenue Apartments,1243 W. Oakdale Avenue,Chicago,IL,60657,5,Retail,Active,Apartment,>24,6/30/2022,6/30/2012,271E,Completed,"Butler, David",6/22/2012,416846,Renewal,We service their properties with no contract. This is part of a 1857 unit portfolio.,,
Chicago City,1244 N Stone,1244 N Stone,Chicago,IL,60610,17,Retail,Active,Apartment,Auto-Renewed,7/1/2016,7/1/2015,937D,,,,10700,,,,
Chicago City,1245 - 1251 S. California Apartments,1245 - 1251 S. California Avenue,Chicago,IL,60608,14,Retail,Active,Apartment,>24,8/31/2021,8/31/2011,255F,Completed,"Butler, David",8/31/2011,409433,Renewal,This portfolio is over 2500 units and growing.,,
Chicago City,1247-1249 W. Madison Apartments,1247-1249 W. Madison Street,Chicago,IL,60607,72,Not Serviced,Active,Apartment,Not Serviced,6/30/2022,6/30/2015,,Completed,"Taylor, Bryant",6/26/2015,431846,New Build,,,
Chicago City,1247-57 W ROSCOE,1247-57 W ROSCOE,CHICAGO,IL,60657,18,Retail,,Condominium,No Contract,,,873D,,,,208831,,,,
